Wall time,Step,Value
1701728979.0847857,60,1.1483845710754395
1701729044.1955354,120,1.1292643547058105
1701729076.4151583,150,1.121293067932129
1701729087.4037883,160,1.120153784751892
1701729119.9183266,190,1.083540916442871
1701729184.0076232,250,1.048437476158142
1701729309.6021428,370,0.9255696535110474
1701729350.429415,410,0.8746541142463684
1701729373.5046518,430,0.8005086183547974
1701729391.1160119,450,0.8560140132904053
1701729404.8939936,460,0.780963122844696
1701729425.3056684,480,0.7653218507766724
1701729486.9213095,540,0.731524646282196
1701729496.8310385,550,0.7344645261764526
1701729506.4107776,560,0.7071207761764526
1701729516.6516812,570,0.7693257927894592
1701729607.889163,660,0.693981945514679
1701729638.466794,690,0.606438159942627
1701729666.6176832,720,0.6803975701332092
1701729674.258435,730,0.7228474617004395
1701729684.5756288,740,0.5987050533294678
1701729695.2880545,750,0.6357269287109375
1701729750.0401661,800,0.646441638469696
1701729839.2676477,880,0.5505350828170776
1701729848.1271217,890,0.6522730588912964
1701729931.978815,957,0.6075149774551392
1701730012.739604,1037,0.5352116823196411
1701730040.239188,1067,0.5936126708984375
1701730051.306086,1077,0.4624033570289612
1701730122.444282,1147,0.500007152557373
1701730175.8569632,1197,0.4263720214366913
1701730253.7994285,1277,0.48009467124938965
1701730289.9402983,1307,0.41032105684280396
1701730301.9585032,1317,0.3925880491733551
1701730394.9213946,1407,0.5021904110908508
1701730416.971738,1427,0.5665257573127747
1701730429.3163512,1437,0.3371022641658783
1701730437.654323,1447,0.47590893507003784
1701730510.6156902,1517,0.4045359194278717
1701730562.569635,1567,0.458715558052063
1701730581.6898057,1587,0.4515317380428314
1701730592.8707054,1597,0.3879958987236023
1701730635.7615561,1637,0.4159650206565857
1701730692.6889706,1687,0.3475055694580078
1701730701.8053465,1697,0.41050466895103455
1701730732.7601137,1727,0.42574983835220337
1701730791.8643165,1787,0.42846617102622986
1701730822.6156588,1804,0.4039750397205353
1701730847.59289,1824,0.3745282292366028
1701730875.0152237,1854,0.5553147792816162
1701730892.4187222,1874,0.37238210439682007
1701730905.6524265,1884,0.4497603178024292
1701730929.7955415,1904,0.4227631986141205
1701730949.6361232,1924,0.3488365113735199
1701730958.3261557,1934,0.510024905204773
1701731035.339015,2004,0.34641849994659424
1701731122.411029,2084,0.29195672273635864
1701731133.0412047,2094,0.3879675567150116
1701731142.3614364,2104,0.4230828583240509
1701731185.0730672,2144,0.3654959499835968
1701731300.3972137,2244,0.2869972288608551
1701731309.6192436,2254,0.4700620770454407
1701731329.4801984,2274,0.5149700045585632
1701731378.6868875,2314,0.23886217176914215
1701731410.1811721,2344,0.39245420694351196
1701731421.3049464,2354,0.2585650682449341
1701731430.9288046,2364,0.3768152892589569
1701731468.278938,2394,0.3070048689842224
1701731587.2518334,2514,0.3386554718017578
1701731651.5600307,2574,0.2896054685115814
1701731686.8059804,2604,0.3193334639072418
1701731705.0386775,2624,0.21409116685390472
1701731718.5471365,2634,0.3733617067337036
1701731736.2440214,2654,0.37865033745765686
1701763969.022795,2701,0.2581879198551178
1701764013.6066697,2741,0.3702927231788635
1701764032.5850024,2761,0.22276432812213898
1701764077.2754602,2811,0.3144940137863159
1701764217.640631,2951,0.38773104548454285
1701764263.2974377,3001,0.37271198630332947
1701764274.7481625,3011,0.3671768307685852
1701764311.8503554,3051,0.44663506746292114
1701764323.7357638,3061,0.2979353666305542
1701764363.6698618,3101,0.3823789358139038
1701764371.9996355,3111,0.2609596848487854
1701764390.7967894,3131,0.26577410101890564
1701764421.3004842,3161,0.3107339143753052
1701764470.4515364,3211,0.3521299362182617
1701764480.7770605,3221,0.2615296542644501
1701764493.7483494,3231,0.2727469503879547
1701764537.9416766,3281,0.27024394273757935
1701764547.1619136,3291,0.2885018587112427
1701764557.666547,3301,0.3292659521102905
1701764585.893846,3331,0.273293137550354
1701764675.9895077,3421,0.2743357717990875
1701764696.7059455,3441,0.3471510410308838
1701764756.4421442,3501,0.3248935639858246
1701764905.9877188,3638,0.26650580763816833
1701764929.872047,3668,0.3146498501300812
1701764969.429573,3708,0.25631847977638245
1701765009.7898657,3748,0.217769056558609
1701765031.3646953,3768,0.2821844518184662
1701765067.8134065,3808,0.23156560957431793
1701765076.1179636,3818,0.24313195049762726
1701765085.9355366,3828,0.27024608850479126
1701765104.713645,3848,0.30967673659324646
1701765153.919272,3898,0.32672998309135437
1701765205.3516815,3948,0.23555129766464233
1701765215.3541756,3958,0.37070101499557495
1701765366.0165405,4118,0.2781001031398773
1701765437.6560364,4188,0.27678269147872925
1701765490.7938218,4248,0.27879419922828674
1701765503.8841107,4258,0.25214362144470215
1701765524.0106301,4278,0.21593210101127625
1701765579.1898124,4338,0.2249842882156372
1701765671.3000941,4428,0.20029316842556
1701765692.1916728,4448,0.34494549036026
1701765700.800409,4458,0.29067158699035645
1701765752.4637861,4495,0.21734531223773956
1701765821.1775856,4555,0.20817425847053528
1701765896.8727887,4635,0.21703721582889557
1701765907.2029073,4645,0.2952236235141754
1701765938.0224314,4675,0.27749577164649963
1701765945.6365433,4685,0.20817750692367554
1701766039.8203228,4775,0.15156209468841553
1701766047.5301735,4785,0.21784226596355438
1701766148.5720868,4895,0.2744819223880768
1701766177.330928,4925,0.24323520064353943
1701766185.4035642,4935,0.21202436089515686
1701766205.7387357,4955,0.21922454237937927
1701766225.4186785,4975,0.19065141677856445
1701766356.7592924,5115,0.20046427845954895
1701766404.946629,5165,0.31301167607307434
1701766424.7987676,5185,0.20518402755260468
1701766454.2043672,5215,0.19744178652763367
1701766472.129599,5235,0.1884353756904602
1701766519.2797403,5285,0.2571832835674286
1701766529.2610238,5295,0.28529229760169983
1701766587.0424275,5355,0.32684653997421265
1701766606.8936994,5375,0.26138877868652344
1701768459.9109597,5392,0.2651398181915283
1701768480.5987453,5412,0.2659779191017151
1701768491.9600158,5422,0.2650143504142761
1701768525.3746464,5452,0.16018876433372498
1701768548.391106,5472,0.27275946736335754
1701768596.6593442,5522,0.3444110155105591
1701768607.1665013,5532,0.18273991346359253
1701768692.4010363,5622,0.18363526463508606
1701768714.3792346,5642,0.33326253294944763
1701768750.0091639,5682,0.29172685742378235
1701768758.4051156,5692,0.22175274789333344
1701768770.0259116,5702,0.1638069599866867
1701768806.8884938,5742,0.22945141792297363
1701768851.0328054,5782,0.29014351963996887
1701768861.549581,5792,0.30157744884490967
1701768889.8586056,5822,0.1787152737379074
1701768908.9107647,5842,0.27419087290763855
1701768927.5702686,5862,0.29772433638572693
1701768938.108312,5872,0.16049917042255402
1701768947.507716,5882,0.3189804255962372
1701768957.5093567,5892,0.19908407330513
1701768974.7182653,5912,0.18819881975650787
1701768984.5808337,5922,0.23508231341838837
1701769032.2201889,5972,0.25590190291404724
1701769042.8062308,5982,0.2612552344799042
1701769112.4766808,6052,0.23080143332481384
1701769135.117559,6072,0.1978083848953247
1701769193.484982,6132,0.26824450492858887
1701769212.1377633,6152,0.17972569167613983
1701769259.6479695,6202,0.1804967224597931
1701769306.587518,6252,0.2391478419303894
1701769323.8746378,6272,0.24844691157341003
1701773745.634905,6399,0.21764183044433594
1701773880.0452366,6469,0.2139737904071808
1701773896.802385,6479,0.23509712517261505
1701773937.7337527,6499,0.21072843670845032
1701773959.6268873,6509,0.21747975051403046
1701773978.2347887,6519,0.16709381341934204
1701773999.466635,6529,0.1635138839483261
1701774038.6144783,6549,0.26178041100502014
1701774091.9310746,6579,0.12198207527399063
1701774171.9864948,6619,0.20215876400470734
1701774187.493314,6629,0.2538674771785736
1701774267.080266,6669,0.18829628825187683
1701774329.7223325,6699,0.19307461380958557
1701774406.9359956,6739,0.24037759006023407
1701774464.6606214,6769,0.23863686621189117
1701774483.5620923,6779,0.1530643105506897
1701774521.0364552,6799,0.24058008193969727
1701774543.455255,6809,0.254057914018631
1701774579.1378462,6829,0.2241191267967224
1701774596.7864254,6839,0.27688777446746826
1701774619.3310416,6849,0.22722403705120087
1701774676.2419317,6879,0.2112600952386856
1701774696.5687118,6889,0.29000142216682434
1701774716.9909596,6899,0.1761702448129654
1701774758.32577,6919,0.12749817967414856
1701774795.3743117,6939,0.1882755309343338
1701774816.3910315,6949,0.22972626984119415
1701774954.261354,7019,0.23325347900390625
1701775014.37204,7049,0.12631049752235413
1701775086.1945195,7089,0.26591983437538147
1701775142.0607421,7119,0.19867485761642456
1701775181.7964568,7139,0.2769492566585541
1701775222.141419,7159,0.2071620374917984
1701776059.9766595,7196,0.2407415360212326
1701776098.8748477,7236,0.21084028482437134
1701776128.7139125,7266,0.19123251736164093
1701776141.8432198,7276,0.22881683707237244
1701776150.0361593,7286,0.15788835287094116
1701776160.960533,7296,0.18227575719356537
1701776220.5039873,7356,0.14883539080619812
1701776277.4145823,7416,0.21346157789230347
1701776297.3494287,7436,0.2053031027317047
1701776306.5279658,7446,0.22552189230918884
1701776347.752712,7486,0.3272220492362976
1701776382.1918218,7516,0.21909257769584656
1701776392.792725,7526,0.2340802699327469
1701776416.701215,7556,0.23136793076992035
1701776426.8505077,7566,0.23328067362308502
1701776436.853326,7576,0.25107377767562866
1701776455.7218382,7596,0.15478205680847168
1701776472.5299575,7616,0.17075933516025543
1701776534.0319667,7676,0.24382469058036804
1701776561.168088,7706,0.20360182225704193
1701776569.9488428,7716,0.2774678170681
1701776601.4313939,7746,0.19685477018356323
1701776609.5153098,7756,0.18966202437877655
1701776619.0058851,7766,0.3281296193599701
1701776638.5587146,7786,0.16592566668987274
1701776649.4391844,7796,0.16686154901981354
1701776706.8371413,7856,0.17372184991836548
1701776749.1941106,7896,0.30097684264183044
1701776756.7904475,7906,0.17536327242851257
1701776775.4060426,7926,0.24537208676338196
1701776797.0833144,7946,0.22906295955181122
1701776816.355747,7966,0.20642335712909698
1701776824.1015072,7976,0.2826346457004547
1701776833.1509187,7986,0.254936546087265
1701776843.0018249,7996,0.21164897084236145
1701776852.4213376,8006,0.16950452327728271
1701776876.562736,8036,0.19525595009326935
1701776895.2519298,8056,0.2135091871023178
1701777048.7813306,8083,0.20697183907032013
1701777075.2621806,8113,0.24850068986415863
1701777093.486371,8133,0.26464805006980896
1701777105.187746,8143,0.22931130230426788
1701777112.7896066,8153,0.2009410262107849
1701777169.0082095,8213,0.18667221069335938
1701777176.1945662,8223,0.2670992314815521
1701777196.5701158,8243,0.2293848991394043
1701777222.7811203,8273,0.18625977635383606
1701777263.5735664,8313,0.15301762521266937
1701777295.2816103,8343,0.18826493620872498
1701777326.1479738,8373,0.21670283377170563
1701777335.4387708,8383,0.19982017576694489
1701777357.0313365,8403,0.19065938889980316
1701777374.3233426,8423,0.24031373858451843
1701777394.3011463,8443,0.18196497857570648
1701777442.152747,8493,0.21314267814159393
1701777468.6115165,8523,0.14852195978164673
1701777486.5661085,8543,0.2066522240638733
1701777632.161142,8693,0.14413872361183167
1701777668.4068944,8733,0.17653262615203857
1701777685.2961175,8753,0.29853203892707825
1701777694.5017226,8763,0.25885945558547974
1701777730.2831194,8803,0.24343562126159668
1701777750.0542142,8823,0.23404018580913544
1701777789.3190587,8863,0.22413261234760284
1701777806.6932845,8883,0.1908455342054367
1701777825.76403,8903,0.13906896114349365
1701777850.699786,8933,0.14670459926128387
1701777867.747089,8953,0.15189394354820251
1701777878.9274085,8963,0.2654534578323364
1701778015.607538,8990,0.20472067594528198
1701778054.0029294,9030,0.3036176860332489
1701778092.06345,9070,0.18079818785190582
1701778152.9182537,9140,0.26588431000709534
1701778163.3933384,9150,0.13211151957511902
1701778172.7433066,9160,0.164651557803154
1701778180.8227248,9170,0.21936607360839844
1701778197.839675,9190,0.16821277141571045
1701778224.08136,9220,0.2826550602912903
1701778235.5922694,9230,0.2512407898902893
1701778242.7402713,9240,0.31884363293647766
1701778271.0736594,9270,0.19284525513648987
1701778279.1648178,9280,0.13238683342933655
1701778288.7708125,9290,0.216819167137146
1701778298.0696847,9300,0.1892571747303009
1701778373.0932693,9380,0.16345249116420746
1701778381.540046,9390,0.12931185960769653
1701778409.6091053,9420,0.16353186964988708
1701778482.5220435,9490,0.1606152206659317
1701778508.3370852,9520,0.18485534191131592
1701778583.6595922,9600,0.19812165200710297
1701778592.994934,9610,0.2952479422092438
1701778610.9376101,9630,0.18508648872375488
1701778623.072163,9640,0.1620713621377945
1701778630.9238117,9650,0.18267525732517242
1701778656.1335332,9680,0.30872777104377747
1701778664.5636196,9690,0.16463197767734528
1701778682.0090935,9710,0.20844978094100952
1701778700.593792,9730,0.2406536489725113
1701778750.6784344,9780,0.17244191467761993
1701778757.8194952,9790,0.26029345393180847
1701778793.5392988,9830,0.20270703732967377
1701778802.147937,9840,0.10732811689376831
1701778812.049948,9850,0.19526351988315582
1701778822.2981963,9860,0.11825334280729294
1701778972.7562997,9897,0.20500528812408447
1701778980.9057493,9907,0.3181730806827545
1701778992.8610964,9917,0.17912647128105164
1701779020.0231025,9947,0.20528270304203033
1701779032.6159089,9957,0.16029906272888184
1701779106.7399755,10037,0.2072075754404068
1701779144.8941727,10077,0.1819639652967453
1701779165.7728508,10097,0.18250977993011475
1701779185.6246529,10117,0.2919618487358093
1701779195.0472844,10127,0.2163023203611374
1701779223.1063976,10157,0.2242765575647354
1701779261.5789776,10197,0.22183524072170258
1701779269.7470646,10207,0.2974127531051636
1701779281.973344,10217,0.14655670523643494
1701779308.4114432,10247,0.22782684862613678
1701779392.5586452,10327,0.2832045257091522
1701779411.8664339,10347,0.16327033936977386
1701779445.0051382,10387,0.21259571611881256
1701779454.3744857,10397,0.1759348064661026
1701779484.204356,10427,0.2492644041776657
1701779500.8740811,10447,0.2468414008617401
1701779519.6391761,10467,0.13467401266098022
1701779564.6841955,10517,0.15512467920780182
1701779628.8548613,10587,0.1064256876707077
1701779638.3433638,10597,0.13842985033988953
1701779665.944992,10627,0.22786416113376617
1701779682.4570937,10647,0.16096042096614838
1701779742.1908665,10707,0.22563572227954865
1701779750.3269293,10717,0.15109819173812866
1701779765.364664,10737,0.08915877342224121
1701779783.1318944,10757,0.1676471084356308
1701779949.8546083,10804,0.1631508320569992
1701779983.355868,10844,0.16541656851768494
1701780004.5246656,10864,0.1875426024198532
1701780053.1422098,10914,0.15086790919303894
1701780063.859395,10924,0.19134196639060974
1701780072.2310169,10934,0.31213781237602234
1701780137.6933897,11004,0.21918778121471405
1701780145.689729,11014,0.15721823275089264
1701780200.4302542,11074,0.12760452926158905
1701780239.4687524,11114,0.19637301564216614
1701780249.2174058,11124,0.2445138543844223
1701780257.7805212,11134,0.2023545354604721
1701780342.51083,11224,0.27781960368156433
1701780361.8879526,11244,0.17811612784862518
1701780391.148196,11274,0.12135891616344452
1701780448.8516214,11334,0.10731086134910583
1701780457.9781775,11344,0.18591056764125824
1701780497.9616492,11384,0.1566852182149887
1701780529.7180357,11414,0.19788596034049988
1701780538.8729205,11424,0.11776129901409149
1701780551.4006581,11434,0.10008833557367325
1701780675.0740454,11574,0.1904067099094391
1701780707.2896008,11604,0.1651444286108017
1701780731.1739445,11634,0.17584075033664703
1701780742.4148312,11644,0.19136784970760345
1701780751.5894244,11654,0.23622962832450867
1701780907.317803,11691,0.12177599221467972
1701780916.553987,11701,0.16113920509815216
1701780925.7946317,11711,0.19102539122104645
1701781085.9316578,11891,0.17680637538433075
1701781103.9877203,11911,0.1647341549396515
1701781114.2296474,11921,0.18343965709209442
1701781131.243187,11941,0.18104657530784607
1701781140.1275213,11951,0.23340418934822083
1701781197.1880813,12011,0.1923982948064804
1701781207.1070158,12021,0.17975248396396637
1701781228.017005,12041,0.20446284115314484
1701781248.1841176,12061,0.17964182794094086
1701781265.373398,12081,0.14679600298404694
1701781285.3637273,12101,0.1457217037677765
1701781313.3519592,12131,0.281756192445755
1701781330.4673858,12151,0.22376547753810883
1701781351.4214942,12171,0.18299977481365204
1701781368.3900921,12191,0.13032031059265137
1701781388.1484308,12211,0.15359897911548615
1701781405.4303682,12231,0.20411990582942963
1701781501.6519668,12331,0.14887261390686035
1701781536.422293,12371,0.19791045784950256
1701781573.9577634,12411,0.25539255142211914
1701781582.9939048,12421,0.1119510680437088
1701781595.2527585,12431,0.1874229460954666
1701781609.6970572,12451,0.17115876078605652
1701781638.100488,12481,0.28787970542907715
1701781667.1564796,12511,0.31025099754333496
1701781684.2008803,12531,0.16891999542713165
1701781833.9749215,12568,0.13284826278686523
1701781890.1672142,12628,0.1745852679014206
1701781908.484785,12648,0.14419642090797424
1701781930.2068284,12668,0.20855864882469177
1701781937.6477113,12678,0.2296718806028366
1701781965.926563,12708,0.13569805026054382
1701781975.4048119,12718,0.21030282974243164
1701781984.019501,12728,0.2010723054409027
1701782011.5075185,12758,0.19672438502311707
1701782084.4962206,12838,0.17337162792682648
1701782129.2088819,12888,0.3053307831287384
1701782145.4675992,12908,0.16067659854888916
1701782204.6383326,12968,0.2356911599636078
1701782240.931264,13008,0.1500377058982849
1701782253.355605,13018,0.22606566548347473
1701782262.6970732,13028,0.21180219948291779
1701782271.826518,13038,0.14752189815044403
1701782330.338876,13098,0.1488589644432068
1701782354.6834028,13128,0.1726865917444229
1701782424.5198846,13198,0.15927521884441376
1701782443.5543933,13218,0.21550780534744263
1701782470.86289,13248,0.1351344883441925
1701782483.4222796,13258,0.3110315799713135
1701782509.8710053,13288,0.2663106918334961
1701782568.4255579,13348,0.13130153715610504
1701782588.499445,13368,0.14070381224155426
1701782618.2037687,13398,0.14611662924289703
1701782642.4161627,13428,0.17482417821884155
1701782651.3080206,13438,0.19277510046958923
1701782661.486604,13448,0.09047811478376389
1701782797.6731052,13465,0.14361387491226196
1701782805.2300367,13475,0.16044358909130096
1701782867.2522042,13535,0.15823380649089813
1701782921.6573637,13595,0.17515096068382263
1701782977.5129092,13655,0.24335266649723053
1701783036.628474,13715,0.24088668823242188
1701783090.2596712,13765,0.20280660688877106
1701783132.218273,13805,0.19864873588085175
1701783198.8466609,13875,0.18486124277114868
1701783217.0745916,13895,0.2431981861591339
1701783247.3291752,13925,0.21701954305171967
1701783269.8014216,13945,0.17486968636512756
1701783277.0687425,13955,0.16256225109100342
1701783307.8166258,13985,0.11967245489358902
1701783316.871908,13995,0.1289396435022354
1701783332.088703,14015,0.1923680454492569
1701783342.100336,14025,0.1583968847990036
1701783369.3273072,14055,0.21455249190330505
1701783541.4025993,14225,0.1653173416852951
1701783549.405189,14235,0.21789638698101044
1701783559.9256237,14245,0.17173674702644348
1701783603.70144,14295,0.21514922380447388
1701783635.4403007,14325,0.169270321726799
1701783794.073942,14372,0.21197614073753357
1701783801.9458892,14382,0.15669463574886322
1701783813.191753,14392,0.16493327915668488
1701783851.871304,14432,0.07337690144777298
1701783864.294797,14442,0.24761201441287994
1701783874.8029737,14452,0.17457959055900574
1701783893.3550003,14472,0.23568448424339294
1701783911.2838094,14492,0.22343844175338745
1701783931.4449186,14512,0.28261369466781616
1701783951.1031263,14532,0.18795906007289886
1701784028.2812812,14612,0.11684251576662064
1701784073.8872252,14662,0.22529800236225128
1701784085.0822618,14672,0.138810932636261
1701784174.1735287,14762,0.1916431486606598
1701784182.4199045,14772,0.18144649267196655
1701784284.7280002,14882,0.1356147974729538
1701784356.1504586,14962,0.1868821084499359
1701784365.4532192,14972,0.15286217629909515
1701784390.0223303,15002,0.1944553554058075
1701784410.614298,15022,0.19523414969444275
1701784417.7684278,15032,0.2333892583847046
1701784493.7851074,15112,0.2226969301700592
1701784502.6076171,15122,0.19649195671081543
1701784510.7457378,15132,0.15586428344249725
1701784519.8550951,15142,0.1648600697517395
1701784549.3514907,15172,0.13372375071048737
1701784566.194784,15192,0.2896539568901062
1701784576.7488875,15202,0.241637721657753
1701784584.6440718,15212,0.18917426466941833
1701784784.0230935,15299,0.11321870237588882
1701784840.288777,15349,0.14449723064899445
1701784848.4402134,15359,0.2528283894062042
1701784875.3005865,15389,0.10673856735229492
1701784939.176258,15459,0.11101945489645004
1701784960.2707002,15479,0.24136024713516235
1701785051.1879754,15579,0.20135566592216492
1701785101.0942018,15629,0.13687415421009064
1701785111.597794,15639,0.12589028477668762
1701785127.76358,15659,0.2730604112148285
1701785136.949337,15669,0.16089539229869843
1701785191.628938,15729,0.09336622804403305
1701785257.440741,15799,0.11544136703014374
1701785264.6527495,15809,0.2497744858264923
1701785349.5380704,15899,0.11452478915452957
1701785388.3734765,15939,0.2629850208759308
1701785407.5122461,15959,0.23348936438560486
1701785448.2318869,15999,0.19861985743045807
1701785533.9324424,16089,0.16051208972930908
1701785549.915297,16109,0.1566614806652069
1701785580.0286815,16139,0.13494378328323364
1701785723.194827,16166,0.1424441635608673
1701785732.467745,16176,0.19515205919742584
1701785778.0944262,16226,0.19015280902385712
1701785806.0029745,16256,0.19139687716960907
1701785849.994701,16306,0.1575135588645935
1701785869.1036458,16326,0.22087271511554718
1701785904.5035758,16366,0.13025757670402527
1701785924.6134584,16386,0.20929381251335144
1701785932.6687694,16396,0.17181220650672913
1701785942.4421287,16406,0.21171358227729797
1701785978.6138196,16446,0.1519232839345932
1701786026.4183853,16496,0.1768231838941574
1701786059.7619088,16526,0.07815606147050858
1701786074.3959525,16546,0.1329529732465744
1701786103.2309866,16576,0.179997056722641
1701786131.34435,16606,0.09970264881849289
1701786166.8344684,16646,0.17845061421394348
1701786237.6425629,16716,0.24172015488147736
1701786245.2779922,16726,0.08763455599546432
1701786252.842419,16736,0.2865380048751831
1701786314.39543,16806,0.14474445581436157
1701786334.6802845,16826,0.17275294661521912
1701786352.176812,16846,0.1328735202550888
1701786383.8928914,16876,0.186354860663414
1701786391.687121,16886,0.17929163575172424
1701786446.0095153,16946,0.21500833332538605
1701786456.2639692,16956,0.16350066661834717
1701786529.42875,17036,0.16426719725131989
1701786683.8027878,17073,0.20439031720161438
1701786693.2389774,17083,0.13179710507392883
1701786706.7737997,17093,0.10966642946004868
1701786715.2063615,17103,0.20901352167129517
1701786732.8035152,17123,0.14568445086479187
1701786764.3860958,17153,0.1545836180448532
1701786830.1541073,17223,0.14246022701263428
1701786841.423351,17233,0.15087474882602692
1701786886.4122815,17283,0.11439455300569534
1701786905.9459813,17303,0.18730656802654266
1701786915.9111042,17313,0.10311933606863022
1701786925.3440702,17323,0.17452694475650787
1701787009.0266387,17413,0.24973849952220917
1701787047.881121,17453,0.11600419133901596
1701787064.6779373,17473,0.17223313450813293
1701787072.0102477,17483,0.17249509692192078
1701787091.1492953,17503,0.160629540681839
1701787138.511888,17553,0.09452186524868011
1701787146.3566175,17563,0.17657606303691864
1701787164.6316314,17583,0.19567173719406128
1701787172.771869,17593,0.24737340211868286
1701787181.5679452,17603,0.22396202385425568
1701787210.4027154,17633,0.18868938088417053
1701787228.597162,17653,0.1884608268737793
1701787244.5530343,17673,0.21444816887378693
1701787333.9190483,17763,0.18405859172344208
1701787361.792667,17793,0.1489410549402237
1701787448.3531713,17883,0.2272379845380783
1701787624.2582402,17950,0.17586597800254822
1701787634.5877728,17960,0.1412944793701172
1701787692.3359694,18020,0.1407538652420044
1701787701.709498,18030,0.15755493938922882
1701787710.0601823,18040,0.1500203013420105
1701787732.679106,18060,0.119540274143219
1701787783.320165,18120,0.16357196867465973
1701787835.4515016,18180,0.1502416878938675
1701787843.8617556,18190,0.14793504774570465
1701787913.2295873,18270,0.19715575873851776
1701787921.2601209,18280,0.17369191348552704
1701787948.3198009,18310,0.14645515382289886
1701787974.1108844,18340,0.14304441213607788
1701788010.0777516,18380,0.20005561411380768
1701788030.255357,18400,0.16794000566005707
1701788067.2913573,18440,0.14452067017555237
1701788123.9400249,18500,0.16945455968379974
1701788160.7279844,18540,0.14626862108707428
1701788170.0270593,18550,0.17486047744750977
1701788197.0742254,18580,0.14261697232723236
1701788249.9485486,18630,0.1329306960105896
1701788290.7621613,18670,0.10034624487161636
1701788311.145886,18690,0.15804602205753326
1701788331.7554514,18710,0.15277518332004547
1701788342.4428184,18720,0.15620377659797668
1701788351.8808374,18730,0.1488492339849472
1701788419.658612,18800,0.1822415143251419
1701788440.0573888,18820,0.16190139949321747
1701788447.7526402,18830,0.12933316826820374
1701788646.0627117,18897,0.18560360372066498
1701788658.3275008,18907,0.16694778203964233
1701788668.6938026,18917,0.2647233307361603
1701788693.2207778,18937,0.18706147372722626
1701788712.8871412,18957,0.1880904883146286
1701788841.4691694,19077,0.2010030746459961
1701788934.6336515,19167,0.14001254737377167
1701788980.0686061,19207,0.1990470141172409
1701789034.6074486,19257,0.2531508803367615
1701789041.9461367,19267,0.11186690628528595
1701789097.9887297,19317,0.21579673886299133
1701789107.5448344,19327,0.2112894356250763
1701789117.9034245,19337,0.15472610294818878
1701789155.4532175,19377,0.18065381050109863
1701789164.9266806,19387,0.06449653953313828
1701789216.295593,19447,0.14256547391414642
1701789254.235076,19487,0.14074553549289703
1701789262.8317292,19497,0.16542939841747284
1701789269.9742467,19507,0.12200966477394104
1701789289.992381,19527,0.19472044706344604
1701789298.4275875,19537,0.1884184330701828
1701789341.7727973,19587,0.15930771827697754
1701789371.9902146,19617,0.11744700372219086
1701789389.3462439,19637,0.13035812973976135
